,Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
46635,i3,2011,South America,Red,Electric,Automatic,2.5,106705,66342,3205,Low
32957,X5,2012,Middle East,Blue,Diesel,Manual,3.8,55986,70244,3693,Low
40261,i8,2019,South America,Grey,Diesel,Manual,3.0,77458,119101,643,Low
11807,X6,2023,Asia,Black,Diesel,Manual,4.0,15812,38998,3529,Low
42048,X6,2016,Asia,Black,Petrol,Manual,2.6,45401,82336,5442,Low
2710,7 Series,2023,Asia,Blue,Electric,Automatic,1.7,100996,91382,2012,Low
12883,X3,2020,Middle East,Blue,Hybrid,Manual,4.4,186324,117203,4648,Low
46275,3 Series,2017,South America,White,Hybrid,Automatic,2.5,193027,118710,4668,Low
44108,X3,2011,Asia,Black,Diesel,Automatic,3.3,128009,35256,6183,Low
5227,X1,2019,Middle East,Grey,Diesel,Automatic,2.9,134372,73495,7699,High
34401,M5,2020,Europe,Red,Petrol,Manual,4.7,10849,69408,9237,High
46086,X3,2024,North America,Silver,Hybrid,Manual,2.9,37401,60418,5260,Low
5186,M5,2022,Africa,Blue,Petrol,Manual,4.2,110149,94277,7176,High
13709,X6,2010,Middle East,Grey,Diesel,Automatic,3.7,64831,97808,8504,High
18172,X3,2017,Europe,Red,Diesel,Manual,2.1,108835,66875,6549,Low
39229,X6,2014,Middle East,Blue,Hybrid,Automatic,2.5,28238,112683,3818,Low
2579,X5,2019,North America,Blue,Hybrid,Manual,4.3,22185,53742,9660,High
35600,X3,2012,Europe,Red,Diesel,Automatic,3.2,97874,109897,4494,Low
38532,X1,2021,Middle East,Blue,Hybrid,Manual,4.3,181195,119139,3861,Low
29484,5 Series,2024,Europe,Silver,Diesel,Manual,4.7,84110,41729,6656,Low
25442,i8,2013,North America,Silver,Hybrid,Automatic,2.1,143160,50872,3086,Low
46697,X5,2023,Asia,Grey,Diesel,Manual,1.5,85527,68669,3513,Low
1584,M3,2014,Middle East,Blue,Hybrid,Automatic,3.7,194699,102909,3942,Low
47459,X1,2012,Africa,Grey,Electric,Manual,4.4,153464,107883,7044,High
18329,3 Series,2013,Middle East,Grey,Diesel,Automatic,4.3,149210,50912,3244,Low
8188,3 Series,2016,North America,Red,Petrol,Manual,2.5,148407,115772,9742,High
8931,i8,2016,South America,Blue,Petrol,Automatic,4.7,100168,63348,2013,Low
33140,7 Series,2013,Europe,Red,Petrol,Manual,3.4,64343,50722,3285,Low
21588,3 Series,2011,South America,White,Petrol,Automatic,5.0,180520,112969,1701,Low
30813,3 Series,2021,Europe,Black,Electric,Automatic,4.1,181501,32319,7746,High
45260,X5,2013,North America,White,Hybrid,Manual,3.7,144523,114159,811,Low
4867,M5,2018,South America,Silver,Electric,Automatic,1.7,3295,104614,7161,High
9100,5 Series,2022,North America,Silver,Electric,Manual,3.2,143157,98455,5188,Low
21006,3 Series,2020,Europe,Silver,Diesel,Automatic,3.5,147390,103652,7689,High
42995,X5,2011,Asia,Silver,Electric,Manual,2.4,195699,66079,7393,High
28563,M3,2020,North America,Blue,Petrol,Automatic,4.3,74006,63757,9310,High
41965,5 Series,2013,Africa,Grey,Petrol,Automatic,3.2,61087,96808,9512,High
21028,i3,2017,Africa,White,Hybrid,Manual,2.6,83939,79099,1582,Low
21397,5 Series,2023,Africa,Red,Hybrid,Automatic,2.3,94157,72169,1536,Low
30758,X6,2010,Europe,White,Diesel,Manual,3.2,109935,96891,180,Low
26869,X6,2020,South America,Silver,Hybrid,Manual,3.6,181906,103895,6259,Low
1704,i8,2024,Europe,Black,Petrol,Manual,1.8,86083,58763,5837,Low
41473,X3,2012,Europe,Silver,Hybrid,Manual,4.6,143039,84454,8163,High
49578,5 Series,2013,Africa,Blue,Electric,Automatic,2.0,176546,117406,3892,Low
47742,i3,2024,North America,White,Electric,Manual,4.9,106423,95384,1458,Low
11568,X6,2021,Middle East,Black,Hybrid,Manual,4.8,60527,84094,5194,Low
31448,X5,2020,Africa,White,Petrol,Automatic,3.2,162321,45829,8485,High
30878,5 Series,2024,Asia,White,Hybrid,Manual,2.5,68105,44895,7144,High
34154,3 Series,2021,Middle East,Black,Electric,Manual,3.3,191432,93592,8723,High
8407,X3,2012,South America,White,Electric,Automatic,2.4,140343,90954,5538,Low
45876,M5,2023,Asia,Silver,Petrol,Automatic,4.1,187639,34252,2127,Low
10016,7 Series,2011,Europe,Red,Electric,Manual,3.1,199593,63240,4121,Low
11044,i3,2020,Europe,Black,Hybrid,Manual,4.3,5899,75286,8259,High
28437,M5,2017,Europe,Grey,Diesel,Automatic,1.9,185863,57622,7214,High
27224,M3,2014,Europe,Black,Diesel,Automatic,1.7,180261,49391,6034,Low
25453,M5,2021,Middle East,Grey,Petrol,Manual,1.8,157082,109961,5730,Low
4421,M3,2018,North America,Red,Electric,Manual,4.5,48306,43198,8964,High
1276,X5,2023,South America,White,Petrol,Automatic,3.5,109321,52382,5464,Low
27243,i3,2020,North America,Blue,Diesel,Manual,2.7,114410,47673,4077,Low
330,X5,2013,Europe,White,Diesel,Automatic,3.0,162617,79299,2353,Low
20294,7 Series,2014,Europe,Black,Hybrid,Manual,4.6,89757,60270,3468,Low
2432,3 Series,2015,Asia,Blue,Electric,Automatic,2.3,75043,104781,5707,Low
6347,X1,2019,Europe,Silver,Diesel,Manual,2.7,40231,97569,4118,Low
31809,X5,2019,North America,Silver,Hybrid,Automatic,3.2,150782,37243,1310,Low
23468,i8,2012,South America,White,Petrol,Manual,2.6,9641,70426,622,Low
17391,X3,2010,North America,Black,Diesel,Manual,3.1,65216,35832,1663,Low
36044,M3,2020,North America,Silver,Diesel,Manual,3.7,142302,110581,7666,High
39580,X5,2016,Africa,Grey,Electric,Automatic,4.9,140472,40316,1863,Low
20255,X3,2018,Middle East,Silver,Diesel,Automatic,3.2,42654,36909,300,Low
26719,i3,2021,Middle East,Silver,Petrol,Automatic,4.8,183229,47479,3875,Low
9725,X1,2013,Europe,Silver,Electric,Automatic,2.7,118879,36133,3825,Low
42725,X5,2014,Middle East,Blue,Electric,Automatic,2.5,38319,64613,8306,High
14845,i8,2016,Middle East,Blue,Electric,Automatic,3.3,152404,32178,1172,Low
4883,X3,2023,Asia,Black,Hybrid,Manual,2.0,76236,45974,2943,Low
40465,5 Series,2011,Europe,Grey,Hybrid,Automatic,2.8,98081,61982,2312,Low
41336,3 Series,2012,Europe,Red,Hybrid,Automatic,4.5,158499,40017,2551,Low
9798,i8,2021,Asia,Black,Diesel,Manual,3.2,86120,85822,4737,Low
16429,5 Series,2024,South America,Grey,Petrol,Automatic,4.2,115034,75775,4598,Low
4264,X5,2022,Middle East,Grey,Diesel,Automatic,3.2,8490,115683,2063,Low
28501,3 Series,2014,Middle East,White,Diesel,Manual,1.8,193210,32013,1779,Low
48836,M5,2022,Europe,Silver,Hybrid,Manual,3.4,158697,52533,4638,Low
19785,M5,2016,Africa,Silver,Diesel,Automatic,3.2,33034,80759,2100,Low
15631,M5,2014,Africa,Blue,Hybrid,Manual,3.0,35457,33202,9405,High
11901,M3,2017,Europe,Grey,Petrol,Automatic,1.7,51891,119016,4421,Low
16112,i3,2012,Middle East,Grey,Electric,Automatic,3.0,120222,109687,4477,Low
3715,M3,2015,South America,Black,Electric,Manual,1.8,9072,58040,3385,Low
43725,3 Series,2020,Middle East,Red,Electric,Automatic,3.6,11064,72096,7594,High
1180,M5,2022,Africa,Silver,Diesel,Automatic,1.9,11640,33902,6211,Low
6067,X3,2010,Africa,Silver,Diesel,Automatic,3.7,179360,45242,8330,High
36253,3 Series,2014,Asia,Black,Diesel,Manual,3.6,110931,107504,2175,Low
41883,X6,2016,Middle East,Red,Electric,Manual,4.0,148004,35554,1345,Low
949,7 Series,2011,Asia,Blue,Diesel,Automatic,4.5,95753,48790,7342,High
36502,X3,2012,Africa,Black,Electric,Manual,2.1,161952,57857,437,Low
8200,M5,2019,Middle East,Black,Petrol,Automatic,3.5,106231,58819,4461,Low
49180,X1,2011,Africa,Red,Hybrid,Manual,3.0,124035,91440,2047,Low
48904,5 Series,2014,Europe,White,Diesel,Manual,4.1,89624,67848,6071,Low
48861,M5,2010,Asia,Black,Diesel,Manual,1.8,156262,47676,8864,High
42699,i3,2018,Europe,Red,Petrol,Manual,4.5,91385,108720,5094,Low
44390,X6,2015,South America,White,Hybrid,Manual,5.0,151054,109213,4462,Low
12146,i3,2013,Europe,Red,Electric,Automatic,3.2,138493,36072,1391,Low
29208,5 Series,2010,Africa,Black,Petrol,Automatic,4.4,41619,64450,6581,Low
37981,i8,2023,Europe,Black,Hybrid,Automatic,4.5,124542,30605,4550,Low
20969,5 Series,2024,Africa,White,Diesel,Automatic,2.3,103630,96467,6049,Low
7990,M3,2013,South America,Black,Petrol,Automatic,1.6,33848,52038,5932,Low
4672,3 Series,2024,Africa,Red,Electric,Automatic,2.6,110657,65319,818,Low
4459,i3,2010,Africa,Blue,Diesel,Manual,1.9,61308,115924,2043,Low
25593,7 Series,2023,Middle East,Blue,Petrol,Automatic,4.1,119864,70592,4511,Low
11113,M3,2024,Asia,Blue,Hybrid,Automatic,2.7,123301,93225,7180,High
34680,M3,2015,Middle East,Grey,Electric,Automatic,1.6,165933,56558,9052,High
15868,M5,2015,Asia,Silver,Hybrid,Automatic,4.0,75789,72682,1314,Low
31413,X1,2011,Africa,Blue,Hybrid,Manual,2.9,68290,67275,7847,High
13620,X1,2011,Europe,Blue,Electric,Manual,3.8,120031,105257,191,Low
4155,7 Series,2019,North America,Red,Hybrid,Automatic,2.5,38341,86584,5931,Low
27884,7 Series,2018,North America,Blue,Diesel,Automatic,3.1,88022,43926,6562,Low
16929,3 Series,2015,Africa,White,Diesel,Automatic,3.1,11445,69385,7674,High
26669,M3,2023,North America,Silver,Electric,Automatic,2.5,858,70261,9404,High
46226,3 Series,2024,Europe,Silver,Hybrid,Manual,3.5,122549,43722,3053,Low
29242,7 Series,2022,Europe,Black,Petrol,Manual,4.5,155908,45087,3281,Low
27539,X5,2013,Europe,Blue,Hybrid,Manual,3.7,132002,39993,9070,High
25149,3 Series,2014,South America,White,Diesel,Manual,4.8,104585,78715,6880,Low
20794,3 Series,2012,South America,Black,Diesel,Manual,1.9,9749,36221,2184,Low
18684,3 Series,2014,South America,White,Diesel,Automatic,3.0,55502,59457,6648,Low
44361,X5,2019,Asia,Black,Electric,Manual,1.8,55253,60982,6545,Low
13326,X1,2015,Asia,Blue,Diesel,Manual,3.0,98128,42745,6154,Low
34829,M3,2018,Europe,Grey,Diesel,Automatic,1.9,142038,49002,2640,Low
29952,X3,2024,Middle East,Red,Electric,Manual,3.2,130766,87480,924,Low
22771,7 Series,2024,Europe,Red,Petrol,Automatic,1.9,146851,81653,280,Low
16947,M3,2010,Africa,Blue,Petrol,Automatic,3.4,66832,41775,6443,Low
7708,X3,2015,Africa,White,Electric,Automatic,1.6,26921,50786,8788,High
21155,5 Series,2024,North America,Red,Hybrid,Manual,2.6,9162,105775,1603,Low
2360,3 Series,2023,Asia,Blue,Hybrid,Automatic,2.1,132674,99213,9342,High
49375,7 Series,2012,Europe,Red,Petrol,Manual,2.7,112594,63897,1542,Low
33641,3 Series,2018,Asia,Red,Petrol,Automatic,3.0,116607,98302,783,Low
34694,X6,2018,Africa,Blue,Hybrid,Manual,4.6,138010,92634,5215,Low
49723,X1,2011,South America,Red,Electric,Automatic,3.8,87972,67999,9754,High
36525,X6,2023,Europe,Black,Petrol,Automatic,3.2,172137,102882,6207,Low
12006,M5,2020,Asia,Blue,Diesel,Manual,1.6,116054,70557,261,Low
31489,M5,2022,North America,Red,Diesel,Manual,2.0,199282,111277,286,Low
39707,X3,2020,Middle East,Red,Hybrid,Automatic,3.6,115965,53272,8645,High
17008,5 Series,2020,North America,Grey,Hybrid,Manual,4.8,50860,112265,149,Low
26175,i3,2012,Middle East,Grey,Petrol,Manual,2.7,26360,84686,1359,Low
30833,i8,2010,Europe,Blue,Electric,Automatic,3.2,103311,67265,7369,High
21444,i8,2018,Middle East,Silver,Petrol,Automatic,1.7,29530,39075,4885,Low
43179,5 Series,2023,Middle East,Blue,Hybrid,Automatic,3.4,196997,112684,2729,Low
29987,3 Series,2014,Asia,Blue,Electric,Automatic,2.2,151338,99635,6054,Low
30721,X3,2013,Middle East,White,Hybrid,Automatic,1.8,67421,97559,8755,High
24787,3 Series,2024,Africa,Silver,Electric,Automatic,3.7,66491,70887,5308,Low
44491,M5,2024,Africa,Black,Hybrid,Automatic,3.1,198444,66510,3630,Low
44778,M3,2017,South America,Red,Petrol,Manual,3.5,6726,37009,6332,Low
32429,7 Series,2021,Middle East,Blue,Electric,Automatic,4.4,185915,98748,527,Low
10989,3 Series,2017,Middle East,Black,Hybrid,Manual,4.8,60109,36820,3435,Low
22847,X5,2010,Africa,Silver,Diesel,Manual,4.6,152778,82855,6606,Low
6676,X5,2015,South America,Silver,Petrol,Automatic,1.8,29422,86499,3604,Low
14528,5 Series,2012,Africa,Blue,Diesel,Automatic,1.8,123156,63607,1693,Low
15809,X6,2015,North America,Blue,Hybrid,Automatic,3.3,67786,101963,2903,Low
3502,X3,2017,North America,Grey,Hybrid,Automatic,3.7,88168,73400,6176,Low
11948,X5,2017,Middle East,Black,Diesel,Automatic,2.7,15851,67005,5784,Low
11209,M5,2021,Europe,Grey,Electric,Manual,2.3,77499,59951,3632,Low
4108,X6,2014,Asia,Grey,Petrol,Automatic,3.1,115727,55303,5012,Low
5035,M5,2011,North America,White,Electric,Automatic,4.6,143682,119577,8154,High
43562,X6,2023,Asia,Red,Petrol,Manual,3.7,56642,59783,9560,High
18272,X6,2014,Middle East,Grey,Diesel,Manual,2.2,112041,104128,8508,High
47262,X6,2021,South America,Grey,Hybrid,Automatic,2.1,77570,108859,8545,High
2522,X6,2015,Asia,Red,Electric,Manual,4.6,73139,41564,2679,Low
23166,X5,2021,Europe,White,Electric,Manual,2.2,1816,114116,5022,Low
24676,3 Series,2017,Europe,Blue,Diesel,Automatic,2.0,122792,81215,8541,High
38153,3 Series,2013,Africa,Grey,Petrol,Automatic,3.1,51351,40879,4675,Low
7168,5 Series,2010,Middle East,Black,Electric,Manual,2.6,7800,101793,5637,Low
12365,i8,2011,North America,Red,Diesel,Manual,4.6,53065,89915,7233,High
21082,M5,2014,Africa,White,Electric,Automatic,2.7,190151,71871,1284,Low
43741,M3,2018,North America,Silver,Hybrid,Automatic,2.5,53125,82775,4299,Low
39135,7 Series,2024,North America,Grey,Petrol,Automatic,1.9,48199,58511,3615,Low
33582,7 Series,2010,Asia,Red,Electric,Automatic,2.7,171803,116447,6667,Low
31702,M3,2010,Asia,Blue,Diesel,Manual,3.8,56851,119315,1152,Low
38237,3 Series,2023,South America,White,Petrol,Manual,4.7,195581,87615,1539,Low
22358,3 Series,2023,Middle East,Silver,Electric,Automatic,1.6,119548,79591,8328,High
48246,5 Series,2018,North America,Blue,Petrol,Automatic,4.1,19412,54071,3408,Low
5929,i3,2020,Europe,Silver,Electric,Manual,4.7,167818,110515,7756,High
38282,X3,2019,Asia,Black,Petrol,Manual,1.7,32007,71675,9901,High
40523,7 Series,2018,South America,Grey,Electric,Automatic,2.3,822,54371,9700,High
14749,7 Series,2019,South America,Blue,Hybrid,Manual,3.1,194216,88590,4287,Low
11034,3 Series,2019,Europe,Black,Hybrid,Manual,1.5,86158,59521,2941,Low
25200,X3,2015,Africa,Blue,Petrol,Automatic,2.9,55982,59298,2987,Low
29458,M5,2018,Middle East,Grey,Electric,Automatic,4.1,151856,116018,2056,Low
1175,X6,2016,South America,White,Diesel,Automatic,1.6,130713,116123,8858,High
38937,X6,2012,North America,White,Petrol,Manual,4.2,93246,77382,2468,Low
48125,X1,2016,Africa,White,Diesel,Automatic,4.5,20208,103058,6633,Low
47642,M5,2010,Middle East,Silver,Electric,Automatic,1.6,137236,41652,1248,Low
6049,X5,2021,North America,Grey,Electric,Manual,2.3,39145,47984,2837,Low
35664,i8,2019,Europe,Red,Electric,Manual,2.2,161127,58489,1754,Low
38144,M5,2013,Middle East,White,Diesel,Automatic,3.1,141242,82978,7929,High
33825,3 Series,2017,Africa,Silver,Diesel,Automatic,4.0,170661,110058,3793,Low
25386,i8,2015,Europe,Red,Diesel,Automatic,2.9,10604,48471,364,Low
41041,X6,2024,Europe,White,Electric,Automatic,3.6,190744,55068,1909,Low
24932,7 Series,2018,South America,Silver,Petrol,Manual,4.7,9727,51239,4651,Low
9763,i8,2019,Asia,Black,Diesel,Manual,4.0,25399,60081,8990,High
36881,5 Series,2012,North America,Red,Electric,Automatic,3.6,111634,107694,5336,Low
3776,M3,2017,North America,Black,Petrol,Manual,2.3,175019,31296,6193,Low
10003,5 Series,2018,South America,White,Diesel,Manual,3.8,115086,71435,4623,Low
13033,M5,2022,North America,Silver,Hybrid,Automatic,2.1,60414,47732,4855,Low
19663,i8,2010,South America,Red,Hybrid,Manual,4.8,195568,66337,8411,High
3037,X1,2020,Asia,White,Electric,Manual,1.6,112853,34143,5630,Low
46901,X6,2016,South America,Blue,Electric,Manual,3.0,44257,84230,7973,High
7063,X3,2011,Africa,Red,Hybrid,Automatic,5.0,113277,68040,9508,High
4233,X3,2013,North America,Blue,Electric,Manual,4.2,51446,48733,9877,High
27604,X3,2018,Middle East,Black,Electric,Manual,2.3,155384,108056,1400,Low
19646,3 Series,2020,Middle East,Red,Electric,Automatic,4.7,169658,60065,6878,Low
4982,i3,2024,South America,Blue,Hybrid,Automatic,3.2,172187,99308,6249,Low
21176,X3,2017,Africa,White,Electric,Manual,3.0,158691,92680,9897,High
48271,X6,2020,Africa,Black,Diesel,Automatic,4.8,166991,39903,4196,Low
469,X5,2018,Africa,Silver,Diesel,Manual,2.0,54511,52655,7876,High
12859,X6,2024,Europe,Grey,Diesel,Manual,3.9,178365,41193,2184,Low
33449,X5,2022,Middle East,White,Hybrid,Automatic,1.6,91214,36065,3898,Low
18378,X6,2012,North America,Red,Petrol,Automatic,2.0,8518,54123,4025,Low
25309,M3,2015,North America,Grey,Diesel,Automatic,2.9,121291,43054,7154,High
24708,X1,2016,Europe,Black,Diesel,Manual,4.2,162827,39841,4065,Low
29070,X6,2021,North America,Blue,Electric,Automatic,4.2,199693,53503,3208,Low
4775,M3,2019,North America,Red,Petrol,Automatic,3.4,10469,89766,8803,High
25024,i8,2019,North America,Red,Diesel,Automatic,3.4,123103,89275,9259,High
33432,i3,2023,South America,Red,Petrol,Manual,2.7,109187,89334,4047,Low
17075,X3,2014,Asia,Grey,Electric,Automatic,4.9,196175,118855,9386,High
18054,7 Series,2012,North America,Silver,Petrol,Automatic,2.7,135717,109167,9116,High
11668,5 Series,2020,South America,Black,Electric,Manual,1.8,145643,44828,9310,High
1097,X1,2017,Europe,Silver,Diesel,Automatic,3.5,133166,36924,6617,Low
5370,3 Series,2019,Africa,Blue,Diesel,Automatic,2.2,96340,87339,4507,Low
39072,M3,2021,Africa,Silver,Diesel,Automatic,2.6,177425,117767,9718,High
30513,3 Series,2015,Asia,Black,Hybrid,Manual,2.5,163180,49964,1548,Low
1282,X5,2019,Middle East,Red,Electric,Automatic,4.1,141561,62469,9345,High
37580,M3,2017,Europe,Blue,Electric,Automatic,3.0,128587,68006,2716,Low
41091,3 Series,2021,Asia,White,Diesel,Automatic,2.4,26127,60139,3548,Low
12581,M5,2017,North America,Silver,Electric,Manual,1.8,14411,50651,6641,Low
39515,X1,2014,Africa,Black,Hybrid,Automatic,2.2,53113,51350,7965,High
48074,i8,2011,Middle East,Red,Electric,Automatic,2.3,182216,41218,1509,Low
15477,5 Series,2021,Africa,Silver,Electric,Manual,2.6,53390,71927,4425,Low
5522,M5,2023,South America,White,Diesel,Automatic,3.3,73263,110158,5676,Low
23811,M3,2011,Africa,Silver,Electric,Manual,4.9,107389,46326,2269,Low
48466,X3,2019,North America,White,Hybrid,Manual,3.4,84623,30269,4944,Low
33046,7 Series,2016,Asia,Silver,Petrol,Manual,3.9,198294,56816,7659,High
38195,M5,2021,Europe,Blue,Hybrid,Automatic,4.6,10864,63629,8665,High
21193,i3,2013,Europe,Black,Electric,Automatic,4.4,165299,32195,6391,Low
45271,3 Series,2022,South America,Blue,Electric,Automatic,4.8,118760,83836,749,Low
10741,X3,2023,Asia,Black,Petrol,Manual,3.7,65083,102788,5191,Low
48559,i3,2012,Africa,Grey,Hybrid,Automatic,3.4,125491,62641,6913,Low
25841,X3,2011,Asia,White,Petrol,Manual,3.6,170870,81766,3042,Low
43816,M5,2019,North America,Red,Hybrid,Manual,2.1,16711,98887,3934,Low
842,M5,2022,North America,White,Electric,Automatic,4.8,125696,36317,7146,High
10054,X3,2014,South America,Red,Diesel,Automatic,4.0,187886,49544,6112,Low
2059,i8,2015,South America,Silver,Hybrid,Manual,1.9,21078,116468,4103,Low
6204,X1,2011,Africa,Silver,Petrol,Manual,2.0,199161,62480,8503,High
6175,X5,2017,North America,Blue,Electric,Automatic,2.9,11418,60460,8635,High
7365,i8,2015,North America,White,Hybrid,Manual,4.8,169331,82573,4283,Low
38301,X1,2010,Middle East,Red,Electric,Manual,4.9,116382,85757,9097,High
3919,5 Series,2011,North America,White,Petrol,Manual,1.9,176628,71563,5698,Low
32633,M5,2010,Middle East,Red,Hybrid,Automatic,3.3,188838,95728,2706,Low
12551,5 Series,2010,North America,Black,Hybrid,Manual,3.8,147428,110800,2749,Low
40576,i8,2010,Africa,Grey,Diesel,Manual,4.5,24409,66367,8428,High
33748,X1,2022,Asia,White,Diesel,Automatic,4.9,79877,114701,2815,Low
9531,5 Series,2017,Africa,Silver,Hybrid,Automatic,4.6,98142,72049,5197,Low
7220,i8,2014,Middle East,Silver,Petrol,Manual,4.8,123369,118586,9321,High
21671,M5,2024,South America,White,Electric,Manual,3.2,132381,57159,6716,Low
16781,7 Series,2021,Europe,Blue,Diesel,Manual,2.6,178932,84261,7321,High
41581,5 Series,2017,Middle East,White,Diesel,Manual,2.1,181631,106607,8373,High
49612,M3,2019,North America,Grey,Electric,Manual,3.0,70370,89648,7101,High
10389,3 Series,2014,North America,Black,Diesel,Manual,2.6,76443,37083,7090,High
29212,X1,2020,Asia,Red,Electric,Automatic,2.0,192921,41036,7014,High
17176,M5,2011,North America,Red,Diesel,Automatic,1.6,115448,109791,4423,Low
46988,7 Series,2019,Middle East,Grey,Diesel,Automatic,2.6,151165,79682,3664,Low
47498,X5,2010,Asia,Grey,Electric,Manual,4.7,149612,81182,8878,High
1710,M5,2011,Middle East,Grey,Electric,Automatic,3.0,126030,41403,3221,Low
47541,X1,2013,Asia,Black,Hybrid,Manual,1.5,59557,68055,3945,Low
46407,i8,2022,Africa,White,Hybrid,Automatic,2.2,167380,80413,8818,High
26941,X5,2023,North America,Silver,Hybrid,Automatic,4.5,43354,62380,3402,Low
33611,7 Series,2022,Africa,Blue,Petrol,Manual,3.8,78093,90225,8414,High
28107,7 Series,2013,South America,Grey,Hybrid,Automatic,3.7,186458,59437,8927,High
31398,X1,2011,South America,Silver,Electric,Manual,4.6,167760,71541,8771,High
46192,3 Series,2016,North America,White,Electric,Automatic,2.3,36027,112708,4026,Low
3168,3 Series,2012,Europe,Red,Diesel,Automatic,4.0,138053,87091,381,Low
48315,X5,2016,Middle East,Black,Hybrid,Automatic,3.0,13504,93390,2284,Low
25984,X6,2017,Middle East,Grey,Electric,Manual,4.1,110255,63151,319,Low
5046,3 Series,2010,Asia,White,Electric,Manual,4.9,66445,60048,687,Low
15712,7 Series,2017,South America,Black,Hybrid,Automatic,3.6,195888,65295,7254,High
3210,i8,2021,South America,Silver,Diesel,Automatic,3.5,93862,36928,4324,Low
45042,X3,2012,Asia,Black,Electric,Manual,3.6,16228,42876,2313,Low
14085,X1,2014,South America,Blue,Hybrid,Manual,4.6,182706,46513,4105,Low
14764,7 Series,2011,Africa,Grey,Petrol,Manual,4.9,21060,88399,4723,Low
44102,X1,2012,Europe,Blue,Electric,Manual,2.2,1117,84485,9876,High
19413,i3,2017,Europe,Black,Diesel,Automatic,3.0,75313,69449,8210,High
